SOIL_ID,SNAM
1,E-mt
2,gc
3,gl
4,gl__gs
5,glp
6,glp_gl
7,gs
8,M-p
9,pg
10,pg__glp
11,pgl
12,pgl_gl
13,pgl_pl
14,pgl_ps
15,pgl_ps__gl
16,pgl__gl
17,pgl__pgm
18,pgl__pl
19,pgl__ps
20,pgm_gl
21,pgm_pgl__gl
22,pgm__gl
23,pl
24,pl_gl
25,pls
26,ps
27,ps_gl
28,ps_pl
29,ps__gl
30,ps__pl
31,psm
32,pyl
33,T-n
34,T-v
